planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
CoRoT-20 b;1;9.24285000;0.090000;;88.210;0.590000;;467.000;;;;1.14
CoRoT-20 b;1;9.24285000;0.089200;13.002;83.500;;;454.000;1100;5880.00;1.34;1.11
CoRoT-20 b;1;9.24323029;;15.397;;;180.87;;935;5880.00;1.30;
CoRoT-20 c;1;1675.00000000;2.900000;;;0.600000;;326.000;;;;1.14
CoRoT-21 b;1;2.72474000;0.041600;14.572;86.800;0.390000;;296.000;;6200.00;1.95;1.29
CoRoT-21 b;1;2.72474000;0.041700;14.572;86.800;0.000000;;274.000;;6200.00;1.95;1.29
CoRoT-22 b;1;9.75598000;0.092000;4.880;89.749;0.077000;;3.700;885;5939.00;1.14;1.10
CoRoT-23 b;1;3.63130000;0.048000;11.770;85.700;0.160000;;377.000;1660;5900.00;1.61;1.14
CoRoT-23 b;1;3.63130000;0.048090;13.227;84.700;;;377.000;1710;5900.00;1.74;1.12
CoRoT-23 b;1;3.63130000;0.048400;11.769;85.700;0.160000;;378.000;;5900.00;1.61;1.14
CoRoT-24 b;1;5.11340000;0.056000;3.700;86.500;0.000000;;2.100;1070;4950.00;0.86;0.91
CoRoT-24 c;1;11.75900000;0.098000;5.000;89.000;0.000000;;8.300;850;4950.00;0.86;0.91
CoRoT-25 b;1;4.86069000;0.057800;12.110;84.500;0.000000;;29.000;1330;6040.00;1.19;1.09
CoRoT-25 b;1;4.86069000;0.057890;12.106;84.500;0.220000;;33.500;;6040.00;1.19;1.09
CoRoT-26 b;1;4.20474000;0.052600;14.120;86.800;0.000000;;61.000;1600;5590.00;1.79;1.09
CoRoT-26 b;1;4.20474000;0.052500;14.123;86.800;0.410000;;66.000;;5590.00;1.79;1.09
CoRoT-27 b;1;3.57532000;0.046700;11.287;86.700;0.034000;;1324.000;;5900.00;1.08;1.05
CoRoT-27 b;1;3.57532000;0.047600;11.287;86.700;0.065000;;1326.000;1500;5900.00;1.08;1.05
CoRoT-28 b;1;5.20851000;0.059000;10.705;88.100;0.071000;;56.300;;5150.00;1.78;1.01
CoRoT-28 b;1;5.20851000;0.060300;10.705;88.100;0.047000;;56.400;;5150.00;1.78;1.01
CoRoT-29 b;1;2.85057000;0.039000;10.088;87.300;0.120000;;125.000;;5260.00;0.90;0.97
CoRoT-29 b;1;2.85057000;0.038600;10.088;87.300;0.082000;;125.000;;5260.00;0.90;0.97
CoRoT-29 b;1;2.85056150;;;85.800;;;;;5268.00;1.08;0.90
CoRoT-3 b;1;4.25679940;0.057400;11.321;85.900;0.016000;;2173.000;;6740.00;1.56;1.37
CoRoT-3 b;1;4.25679940;0.057830;11.624;85.800;;;2170.000;1695;6740.00;1.57;1.40
CoRoT-3 b;1;4.25679940;0.056940;11.135;86.100;0.008000;;2169.900;;;1.54;1.36
CoRoT-3 b;1;;;;;;;;;6558.00;1.44;1.41
CoRoT-3 b;1;4.25680000;;11.320;85.900;0.000000;;;;6740.00;1.56;1.37
CoRoT-30 b;1;9.06005000;0.084400;11.310;90.000;0.007000;;283.000;;5650.00;0.91;0.98
CoRoT-31 b;1;4.62941000;0.058600;16.365;83.200;0.020000;;88.000;;5700.00;2.15;1.25
CoRoT-35 b;1;3.22748000;0.042900;18.831;84.100;0.000000;;150.000;1747;6390.00;1.65;1.01
CoRoT-36 b;1;5.61653100;0.066000;15.805;85.830;0.000000;;65.000;1567;6730.00;1.52;1.32
CoRoT-4 b;1;9.20205000;0.090250;13.339;90.000;0.140000;;62.400;;6190.00;1.17;1.16
CoRoT-4 b;1;9.20205000;0.091200;13.002;89.960;;;63.000;1058;6190.00;1.15;1.19
CoRoT-4 b;1;9.20164964;;13.437;;;203.95;;964;6190.00;1.12;
CoRoT-4 b;1;9.20205000;0.090000;13.340;90.000;0.000000;;63.000;1074;6190.00;1.17;1.16
CoRoT-5 b;1;4.03790124;;18.383;;;786.29;;1351;6100.00;1.27;
CoRoT-5 b;1;4.03789620;0.050040;13.249;86.240;;;59.100;1348;6100.00;1.05;1.02
CoRoT-5 b;1;4.03789620;0.049470;15.558;85.830;0.090000;;59.100;1438;6100.00;1.19;1.00
CoRoT-5 b;1;4.03789620;0.049630;15.558;85.830;0.087000;;61.100;;6100.00;1.19;1.00
CoRoT-5 b;1;4.03791560;;;;;;;;;;
CoRoT-5 b;1;4.03791560;0.049500;14.079;85.680;;;;1397;;1.11;0.99
CoRoT-6 b;1;8.88659300;0.085500;13.283;88.880;;;280.000;1025;6090.00;1.04;1.05
CoRoT-6 b;1;8.88662870;;;;;;;;;;
CoRoT-6 b;1;8.88659300;0.085400;13.070;89.070;0.180000;;285.000;;6090.00;1.02;1.05
CoRoT-6 b;1;8.88659300;0.085500;13.068;89.070;0.100000;;280.000;1017;6090.00;1.02;1.05
CoRoT-7 b;1;0.85358500;0.017200;1.680;80.100;;;;;5275.00;0.87;0.93
CoRoT-7 b;1;0.85358500;0.017000;;80.000;0.000000;;3.500;;5256.00;0.86;0.90
CoRoT-7 b;1;0.85359159;0.017016;1.585;80.780;0.000000;;3.940;1756;5259.00;0.82;0.91
CoRoT-7 b;1;0.85358500;0.016900;1.861;79.600;;;5.040;1910;5250.00;0.96;0.88
CoRoT-7 b;1;0.85350000;;1.528;80.980;;;4.291;;5250.00;;0.92
CoRoT-7 b;1;0.85400000;;1.580;;;;3.370;;5313.00;0.84;0.88
CoRoT-7 b;1;0.85359163;;1.681;80.100;0.000000;;3.100;;5275.00;0.83;0.82
CoRoT-7 b;1;0.85359165;0.017000;;;0.120000;;3.420;;5256.00;0.86;0.90
CoRoT-7 c;1;3.69700000;;;;;;5.757;;5250.00;;0.92
CoRoT-7 c;1;3.70000000;0.045000;;;0.120000;;6.010;;5256.00;0.86;0.90
CoRoT-7 c;1;3.69800000;0.046000;;80.000;0.000000;;4.000;;5256.00;0.86;0.90
CoRoT-7 d;1;8.96600000;;;;;;5.525;;5250.00;;0.92
CoRoT-8 b;1;6.21238100;0.063390;6.389;88.400;0.190000;;27.600;;5080.00;0.77;0.88
CoRoT-8 b;1;6.21244500;0.063600;6.938;88.180;;;;870;;0.80;0.89
CoRoT-8 b;1;6.21229000;0.063000;6.390;88.400;0.000000;;26.000;;5080.00;0.77;0.88
CoRoT-8 b;1;6.21229000;0.063300;7.981;87.440;;;26.000;922;5080.00;0.90;0.88
CoRoT-9 b;2;95.27380000;0.407000;11.770;89.990;0.110000;;38.000;;5625.00;0.94;0.99
CoRoT-9 b;2;95.27265600;0.402900;11.949;89.900;0.134000;;39.000;;5625.00;0.96;0.96
CoRoT-9 b;2;95.27272500;;;;;;;;;;
CoRoT-9 b;2;95.27380000;0.402700;11.624;89.970;;;38.000;413;5625.00;0.94;0.96
CoRoT-9 b;2;95.27265600;0.402100;11.949;89.900;0.133000;;39.000;420;5625.00;0.96;0.96
CoRoTID 223977153 b;1;6.71837000;0.071000;6.389;89.000;;132.26;14.000;938;5970.00;0.79;1.08
CoRoTID 223977153 b;1;6.71836780;;;;;;;;5970.00;0.79;1.08
DE CVn b;2;4098.10000000;5.750000;;86.000;0.000000;;;;;;0.51
DENIS-P J082303.1-491201 b;1;246.36000000;0.360000;;56.600;0.345000;;;;;;0.07
DH Tau b;1;;;30.264;;;;;2200;4371.00;1.37;0.68
DH Tau b;1;;330.000000;;;;;;;;0.27;0.33
DMPP-1 b;1;18.57000000;0.146200;;;0.083000;;5.162;877;6196.00;1.26;1.21
DMPP-1 c;1;6.58400000;0.073300;;;0.057000;;2.884;1239;6196.00;1.26;1.21
DMPP-1 d;1;2.88200000;0.042200;;;0.070000;;1.326;1632;6196.00;1.26;1.21
DMPP-1 e;1;5.51600000;0.065100;;;0.070000;;1.316;1314;6196.00;1.26;1.21
DMPP-2 b;1;5.20720000;0.066400;;;0.078000;;40.260;1000;6500.00;1.78;1.44
DMPP-3 A b;2;6.67360000;0.066200;;;0.000000;;950;854;;;
DMPP-3 A b;2;6.67320000;0.066200;;;0.140000;;970;854;5138.00;0.91;0.87
DMPP-4 b;1;3.49820000;0.048530;;;0.063000;;4.430;;6400.00;1.38;1.25
DP Leo b;2;10220.00000000;8.190000;;;0.390000;;;;;;0.69
DP Leo b;2;8693.00000000;8.600000;;;;;;;;;
DS Tuc A b;2;8.13822218;;6.176;;;115.83;;837;5414.00;0.95;
DS Tuc A b;2;8.13870000;;5.630;88.830;;;;;5542.00;0.87;0.96
DS Tuc A b;2;8.13826800;;5.700;89.500;0.000000;;;850;5428.00;0.96;1.01
EPIC 201170410.02;1;6.79870000;0.034900;1.047;89.002;0.000000;;;;3648.00;0.28;0.29
EPIC 201238110 b;1;28.16560000;;1.870;;;;;;;;0.41
EPIC 201238110 b;1;28.16960000;;2.200;;;;;;;0.37;
EPIC 201427007 b;1;0.72091000;;1.500;88.500;;;;;5633.00;0.94;
EPIC 201497682 b;1;2.13174000;;692;;;;;;;;0.78
EPIC 201595106 b;1;0.87718300;;1.406;84.701;;;;;5705.00;0.93;
EPIC 201595106 b;1;0.87703000;;1.200;;;;;1874;5711.17;0.99;1.02
EPIC 201595106 b;1;0.87724000;0.017700;1.565;78.200;0.000000;2852.00;5.190;2038;5679.00;0.98;0.96
EPIC 201595106 b;1;0.87721400;;1.300;89.200;;;;;5820.00;0.93;
EPIC 201615463 c;1;3.80464000;;1.220;;;;;;;;1.07
EPIC 201754305 d;1;2.71578000;;1.030;;;;;;;;0.67
EPIC 201757695.02;1;2.04780000;0.029600;908;89.276;0.000000;;;;4520.00;0.66;0.73
EPIC 201833600 c;1;3.96165000;;1.480;;;;;;;0.63;
EPIC 201833600 c;1;3.96151000;;1.000;;;;;;;;0.61
EPIC 201841433 b;1;4.16980000;0.035000;1.040;89.001;;;;;5053.00;0.63;0.80
EPIC 201841433 b;1;4.16959000;;1.100;;;;;;;;0.80
EPIC 201841433 b;1;4.16888000;;1.410;;;;;;;0.63;
EPIC 205950854 c;1;8.05072200;;1.310;89.810;;;;961;5502.70;0.83;0.88
EPIC 205950854 c;1;8.04680000;;1.180;;;;;;;;0.91
EPIC 205950854 c;1;8.05160000;;1.620;;;;;;;0.90;
EPIC 206024342 b;1;4.50756000;;1.700;;;;;;;;0.93
EPIC 206024342 b;1;4.50717000;;1.440;;;;;;;0.82;
EPIC 206024342 c;1;0.91165670;;1.350;;;;;;5648.00;0.94;
EPIC 206024342 c;1;0.91161800;;1.160;;;;;;;0.82;
EPIC 206024342 c;1;0.91172400;;1.400;91.700;;;;;5724.00;1.10;
EPIC 206024342 d;1;14.64350000;;2.520;;;;;;;0.82;
EPIC 206024342 d;1;14.64753100;;2.600;90.000;;;;;5724.00;1.10;
EPIC 206024342 d;1;14.63700000;;4.000;;;;;;6438.00;1.50;
EPIC 206024342 d;1;14.64154100;;2.940;;;;;;5648.00;0.94;
EPIC 206032309 b;1;2.87814000;;1.010;;;;;;;;0.22
EPIC 206042996 b;1;5.29853000;;3.320;;;;;;;0.67;
EPIC 206042996 b;1;5.29860000;;1.700;90.500;;;;;4114.00;0.50;
EPIC 206042996 b;1;5.29711000;;1.620;;;;;;;;0.56
EPIC 206042996 c;1;0.35488400;;1.200;89.900;;;;;4114.00;0.50;
EPIC 206042996 c;1;0.35490972;;1.450;;;;;;3893.00;0.57;
EPIC 206215704 b;1;2.25558000;;2.000;;;;;;;0.37;
EPIC 206215704 b;1;2.25372000;;900;;;;;;;;0.41
EPIC 206215704 b;1;2.25543600;;1.000;89.900;;;;;3297.00;0.25;
EPIC 206317286 b;1;1.58316000;;1.220;;;;;;;0.67;
EPIC 206317286 b;1;1.58252000;;960;;;;;;;;0.71
EPIC 206317286 c;1;17.51250000;;2.150;;;;;;;0.67;
EPIC 206317286 c;1;17.51547200;;2.094;;;;;;4752.00;0.76;0.83
EPIC 206317286 c;1;17.50166200;;2.630;;;;;;4749.00;0.73;
EPIC 211822797 b;1;21.17623917;;;;;;;;3811.00;0.60;0.59
EPIC 211822797 b;1;21.16860000;;2.180;;;;;;;0.64;
EPIC 211822797 b;1;21.16961900;;2.200;89.500;0.180000;;;;3880.00;0.59;0.61
EPIC 211822797 b;1;21.16986100;0.131000;1.980;89.730;0.060000;3.50;;;4148.21;0.57;0.66
EPIC 211822797 b;1;21.15950000;;;;;;;;3811.00;0.60;0.59
EPIC 211822797 b;1;21.17019630;0.119500;1.920;;;;;431;4057.00;0.58;0.62
EPIC 211945201 b;1;19.49214980;;;87.900;;;;;6025.00;1.38;1.18
EPIC 211945201 b;1;19.49221000;0.149300;5.760;;;;;817;6069.00;1.39;1.17
EPIC 211945201 b;1;19.49213200;;6.000;;;;;;;1.48;
EPIC 211945201 b;1;19.49196500;;6.800;;;;;;6320.00;1.49;
EPIC 211945201 b;1;19.49100000;;;;;;;;6128.00;1.36;1.16
EPIC 211945201 b;1;19.49183000;;5.960;;;;;;;1.40;
EPIC 211945201 b;1;19.49213000;0.148000;6.120;87.900;0.000000;;5.700;886;6025.00;1.38;1.18
EPIC 211945201 b;1;19.49179500;;5.847;89.333;;;;;6046.00;1.41;
EPIC 211945201 b;1;19.49214730;;5.507;;;31.91;;662;6128.00;1.36;
EPIC 211945201 b;1;19.50735025;;;;;;;;6128.00;1.36;1.16
EPIC 212297394 b;1;2.28943000;;1.323;;;;;;;;0.83
EPIC 212297394 b;1;2.28896000;;1.830;;;;;;;0.75;
EPIC 212297394 b;1;2.28936300;;1.480;;;;;1149;5171.00;0.80;0.83
EPIC 212297394 c;1;5.21378000;;2.290;;;;;;;0.75;
EPIC 212297394 c;1;5.21300000;;;;;;;;5008.00;0.78;0.83
EPIC 212297394 c;1;5.21396500;;2.270;;;;;866;5171.00;0.80;0.83
EPIC 212424622 b;1;18.09830000;;2.170;;;;;;;;1.11
EPIC 212424622 b;1;18.09710000;;2.210;;;;;;;1.22;
EPIC 212499991 b;1;34.88500000;;1.600;;;;;;;;0.91
EPIC 212587672 b;1;15.28410000;;1.120;;;;;;;;0.95
EPIC 212587672 b;1;15.28078000;;1.260;;;;;756;6004.00;0.98;0.99
EPIC 212587672 b;1;15.28410000;;1.390;;;;;;;0.98;
EPIC 212587672 c;1;23.24110566;;;;;;;;6055.00;0.95;1.13
EPIC 212587672 c;1;23.22855500;;2.320;;;;;658;6004.00;0.98;0.99
EPIC 212587672 c;1;23.22600000;;;;;;;;6055.00;0.95;1.13
EPIC 212587672 c;1;23.22600000;;2.300;;;;;;;0.95;
EPIC 212587672 c;1;23.22590000;;2.310;;;;;;;0.98;
EPIC 212587672 c;1;23.22600100;;2.245;89.421;;;;;5928.00;0.95;
EPIC 212624936 b;1;0.57865700;;1.200;90.300;;;;;5765.00;0.93;
EPIC 212624936 c;1;11.81143700;;2.300;90.000;;;;;5765.00;0.93;
EPIC 212624936 c;1;11.81387000;;2.670;;;;;;;0.95;
EPIC 212737443 b;1;13.60300000;;;;;;;;4581.00;0.67;0.72
EPIC 212737443 b;1;13.60300000;0.098000;2.586;89.071;0.200000;;;536;4684.00;0.67;0.69
EPIC 212737443 b;1;13.60697954;;;;;;;;4581.00;0.67;0.72
EPIC 212737443 c;1;65.55000000;0.280000;2.690;89.630;0.200000;;;316;4684.00;0.67;0.69
EPIC 220492298 b;1;0.76240600;;990;92.600;;;;;5620.00;0.89;
EPIC 220554210 c;1;0.70531000;;1.600;91.300;;;;;5499.00;1.00;
EPIC 220554210 c;1;0.70538600;;1.730;;;;;;;1.01;
EPIC 220554210 c;1;0.70531000;;1.480;;;;;;;;0.94
EPIC 220674823 b;1;0.57133100;0.013400;1.820;;;;;2119;5617.00;0.98;0.97
EPIC 220674823 b;1;0.57131270;0.013140;1.676;85.200;0.000000;4656.00;6.360;2299;5578.00;0.99;0.91
EPIC 220674823 b;1;0.57129200;0.013260;1.725;86.400;0.000000;4670.00;6.500;2300;5532.00;0.99;0.95
EPIC 220674823 b;1;0.57121200;;1.600;89.700;;;;;5613.00;0.95;
EPIC 220674823 b;1;0.57100000;;1.712;;;;6.370;;5496.00;0.98;0.90
EPIC 220674823 b;1;0.57128500;;1.816;;;;;;;1.02;
EPIC 220674823 b;1;0.57129200;0.011600;1.520;86.400;0.000000;;6.670;2333;5470.00;0.87;0.94
EPIC 220674823 b;1;0.57129900;;1.669;79.528;;;;;5590.00;0.91;0.97
EPIC 220674823 b;1;0.57133600;;1.800;;;;;;;0.97;
EPIC 220674823 b;1;0.57133600;0.013120;1.820;80.200;;4293.00;7.200;2063;5496.00;0.95;0.92
EPIC 220674823 b;1;0.57130800;;1.460;80.200;0.000000;;;;5590.00;0.83;0.93
EPIC 220674823 c;1;13.33970000;0.105000;2.500;89.350;0.180000;;1.670;774;5470.00;0.87;0.94
EPIC 220674823 c;1;13.33907900;0.109100;2.730;;;;;741;5617.00;0.98;0.97
EPIC 220674823 c;1;13.33970000;0.108300;2.836;89.350;0.130000;70.00;2.480;805;5532.00;0.99;0.95
EPIC 220674823 c;1;13.34124500;;2.530;87.200;0.000000;;;;5590.00;0.83;0.93
EPIC 220674823 c;1;13.33870000;0.107100;2.770;89.000;;64.00;1.600;722;5496.00;0.95;0.92
EPIC 220674823 c;1;13.33868700;;2.800;;;;;;;0.97;
EPIC 220674823 c;1;13.33877000;;3.790;;;;;;;1.02;
EPIC 220674823 c;1;13.33461500;;2.200;90.200;;;;;5613.00;0.95;
EPIC 220674823 c;1;13.33989000;0.107300;2.840;88.620;0.170000;70.00;2.140;804;5578.00;0.99;0.91
EPIC 220674823 c;1;13.33974600;;2.705;88.630;;;;;5590.00;0.91;0.97
EPIC 228836835 b;1;0.72813000;;1.270;;;;;932;3506.00;0.42;0.42
EPIC 228836835 b;1;0.72811300;;1.100;89.700;;;;;3782.00;0.32;
EPIC 229004835 b;1;16.14044200;;2.060;89.442;;;;;5870.00;0.98;
EPIC 229004835 b;1;16.13655000;;2.020;;;;;739;5886.00;1.00;1.07
EPIC 229004835 b;1;16.14113200;0.123700;2.332;88.080;0.230000;69.70;2.760;804;5868.00;1.00;0.97
EPIC 246851721 b;2;6.18026139;;13.704;;;923.63;;1406;6513.00;1.74;
EPIC 246851721 b;2;6.18026790;;;86.210;;;;;6202.00;1.59;1.32
EPIC 246851721 b;2;6.18023500;0.072290;11.781;86.210;;642.00;270.000;1401;6202.00;1.59;1.32
EPIC 248847494 b;1;3650.00000000;4.500000;12.442;89.870;0.000000;0.19;;183;4898.00;2.70;0.90
EPIC 249893012 b;1;3.59510000;0.047000;1.950;86.140;0.060000;1037.00;3.550;1616;5430.00;1.71;1.05
EPIC 249893012 c;1;15.62400000;0.130000;3.670;87.940;0.070000;160.00;3.660;990;5430.00;1.71;1.05
EPIC 249893012 d;1;35.74700000;0.220000;3.940;89.470;0.150000;53.00;1.970;752;5430.00;1.71;1.05
FU Tau b;1;;800.000000;;;;;;2375;2838.00;;0.05
FU Tau b;1;;726.000000;;;;;;2559;;;
G 196-3 b;1;;350.000000;;;;;;1670;;;
G 264-012 b;1;2.30538000;0.022790;;;;20.50;2.720;587;3326.00;0.30;0.30
G 264-012 c;1;8.05180000;0.052500;;;;3.87;2.690;387;3326.00;0.30;0.30
G 9-40 b;1;5.74599820;0.041800;1.900;89.030;0.000000;6.27;3.220;441;3395.00;0.30;0.30
G 9-40 b;1;5.74599960;;;88.570;;;;;3348.00;0.31;0.29
G 9-40 b;1;5.74599450;;2.061;;;4.00;;393;3413.00;0.32;
G 9-40 b;1;5.74600700;0.038500;2.025;88.570;0.000000;7.20;;456;3348.00;0.31;0.29
G 9-40 b;1;5.74591200;;;;;;;;3390.00;0.31;
GJ 1002 b;1;10.34650000;0.045700;;;;0.67;1.310;231;3024.00;0.14;0.12
GJ 1002 c;1;21.20200000;0.073800;;;;0.26;1.300;182;3024.00;0.14;0.12
GJ 1061 b;1;3.20400000;0.021000;;;0.310000;3.80;2.430;;2953.00;0.16;0.12
GJ 1061 c;1;6.68900000;0.035000;;;0.290000;1.40;2.480;;2953.00;0.16;0.12
GJ 1061 d;1;13.03100000;0.054000;;;0.530000;0.60;1.860;;2953.00;0.16;0.12
GJ 1132 b;1;1.62893220;;1.215;;;20.96;;546;3202.00;0.23;
GJ 1132 b;1;1.62893100;0.015300;1.130;;0.220000;;2.850;529;3270.00;0.21;0.18
GJ 1132 b;1;1.62893040;;;88.600;;;;;3270.00;0.21;0.18
GJ 1132 b;1;;;;;;;2.690;;;;
GJ 1132 b;1;1.62893000;;1.160;;0.000000;;2.760;409;3270.00;0.21;0.18
GJ 1132 b;1;1.62892870;0.015330;1.430;86.580;;;;644;;0.26;0.18
GJ 1132 b;1;1.62892911;0.015700;1.192;88.160;0.011800;19.30;2.980;584;3229.00;0.22;0.19
GJ 1132 c;1;8.92900000;0.047600;;;0.270000;;2.570;300;3270.00;0.21;0.18
GJ 1148 b;1;41.37500000;0.168600;;;0.366000;;41.300;;3357.57;0.37;0.37
GJ 1148 b;1;41.38000000;0.166000;;;0.380000;;38.370;;3287.00;0.36;0.34
GJ 1148 b;1;41.39700000;0.163506;;;0.314000;;;;3287.00;0.36;0.34
GJ 1148 c;1;535.90000000;0.930200;;;0.270000;;13.100;;3357.57;0.37;0.37
GJ 1148 c;1;532.58000000;0.912000;;;0.342000;;11.340;;3287.00;0.36;0.34
GJ 1151 c;1;389.70000000;0.571400;;;;;3.100;;3280.00;0.18;0.16
GJ 1214 b;1;1.58040442;;;;;;;;3026.00;;
GJ 1214 b;1;1.58040453;0.015050;2.733;88.980;0.006200;17.20;14.380;567;3101.00;0.22;0.18
GJ 1214 b;1;1.58040457;;;89.300;;;;;3026.00;0.21;0.16
GJ 1214 b;1;1.58040433;0.014900;2.742;88.700;0.063000;21.00;14.360;596;3250.00;0.21;0.18
GJ 1214 b;1;1.58040430;;2.610;;;;;;;0.20;
GJ 1214 b;1;1.58040417;;;;;;;604;3250.00;0.22;0.18
GJ 1214 b;1;1.58040456;0.014110;2.847;88.170;;;12.200;;3026.00;0.22;0.15
GJ 1214 b;1;1.58040835;;;;;;;;3074.00;0.21;0.18
GJ 1214 b;1;1.58040481;;;88.940;;;;;3000.00;;
GJ 1214 b;1;1.58040465;;;89.100;0.000000;;;;3074.00;0.21;0.18
GJ 1214 b;1;1.58040481;;;88.940;;;;;3026.00;0.21;
GJ 1214 b;1;;;;89.300;;;;;3026.00;0.20;
GJ 1214 b;1;1.58040494;;;88.940;0.000000;;;;3074.00;0.21;0.18
GJ 1214 b;1;1.58040482;;2.270;90.000;;;12.200;;;0.21;0.16
GJ 1214 b;1;1.58040482;;2.650;90.000;;;12.200;;3170.00;0.18;0.16
GJ 1214 b;1;1.58040487;;2.740;88.390;;;;547;2949.00;0.21;0.15
GJ 1214 b;1;1.58040490;;2.640;88.800;;;;;;0.21;0.16
GJ 1214 b;1;1.58039250;;2.678;88.620;0.140000;;12.200;555;3026.00;0.21;0.16
GJ 1214 b;1;1.58040434;;;89.320;0.000000;;;;;;
GJ 1214 b;1;1.58040454;;;;;;;;3026.00;0.21;0.16
GJ 1252 b;1;0.51824160;0.009150;1.180;84.800;;233.00;;;3458.00;0.39;0.38
GJ 1252 b;1;0.51824640;;;85.000;;;;;3458.00;0.39;0.38
GJ 1252 b;1;0.51824246;;1.349;;;255.14;;1019;3325.00;0.39;
GJ 1252 b;1;0.51824180;;;;;;;;3458.00;0.39;0.38
GJ 1252 b;1;0.51823310;;1.193;;0.000000;;2.000;;3458.00;0.39;0.38
GJ 1252 b;1;0.51823490;0.009160;1.193;85.000;0.000000;;3.170;1089;3458.00;0.39;0.38
GJ 1265 b;1;3.65110000;0.026000;;;0.040000;;9.890;;3236.00;0.19;0.18
GJ 143 b;1;35.61343910;;3.122;;;10.86;;505;4628.53;0.71;
GJ 143 b;1;35.58900000;0.193200;;;0.325000;;7.600;;;0.73;0.76
GJ 143 b;1;35.61253000;0.191500;2.610;89.330;0.188000;;5.510;422;4640.00;0.69;0.73
GJ 15 A b;2;11.44330000;0.071700;;;0.000000;;2.940;550;3567.00;0.39;0.38
GJ 15 A b;2;11.44320000;0.073200;;;0.075000;;2.850;;3742.67;0.38;0.40
GJ 15 A b;2;11.44070000;0.072000;;;0.094000;;1.680;;3607.00;0.38;0.38
GJ 15 A c;2;7600.00000000;5.400000;;;0.270000;;2.500;;3607.00;0.38;0.38
GJ 160.2 b;1;5.23540000;0.053000;;;0.060000;;4.580;;4347.00;;0.69
GJ 163 b;1;8.63182000;0.060700;;;0.073000;;6.130;;;;
GJ 163 c;1;25.63058000;0.125400;;;0.099000;;2.750;;;;
GJ 163 d;1;603.95116000;1.030400;;;0.373000;;4.420;;;;
GJ 179 b;1;2303.00000000;2.424000;;61.000;0.179000;;;;3370.00;;0.36
GJ 179 b;1;2288.00000000;2.410000;;;0.210000;;25.800;;3370.00;0.38;0.36
GJ 179 b;1;2333.00000000;2.523000;;;0.169000;;21.800;;3411.78;0.38;0.39
GJ 180 b;1;17.38000000;0.103000;;;0.110000;;3.330;;3371.00;;0.43
GJ 180 b;1;17.13300000;0.092000;;;0.070000;;3.250;;;;0.43
GJ 180 c;1;24.32900000;0.129000;;;0.090000;;2.310;;3371.00;;0.43
GJ 180 d;1;106.30000000;0.309000;;;0.140000;;2.080;;;;0.43
GJ 2030 b;1;2.38129000;0.034000;;;0.239000;;2.363;;;;0.96
GJ 2030 c;1;25533.11353000;16.761000;;16.999;0.041000;;26.494;;;;0.96
GJ 2056 b;1;69.97100000;0.283000;;;0.720000;;5.230;;;;0.62
GJ 2126 b;1;272.70000000;0.710000;;;0.850000;;101.000;;4159.00;0.73;0.65
GJ 229 A c;3;121.99500000;0.339000;;;0.190000;;1.930;;;;0.58
GJ 229 A c;3;121.93268000;0.384000;;;0.366000;;1.872;;;;0.51
GJ 229 b;3;526.11500000;0.898000;;;0.100000;;1.370;;;;0.58
GJ 229 b;3;579.47495000;1.086000;;;0.404000;;1.966;;;;0.51
GJ 229 b;3;471.00000000;0.970000;;;0.100000;;3.830;;3564.00;;0.58
GJ 238 b;1;1.74470310;;592;;;107.26;;896;3445.00;0.43;
GJ 238 b;1;1.74469990;0.021230;566;89.990;;;;758;3485.00;0.43;0.42
GJ 251 b;1;14.23800000;0.081800;;;0.100000;2.53;2.110;351;3451.00;0.36;0.36
GJ 27.1 b;1;15.81900000;0.101000;;;0.080000;;4.900;;3542.00;;0.53
GJ 273 b;1;18.64980000;0.091101;;;0.100000;1.06;1.610;;3382.00;0.29;0.29
GJ 273 c;1;4.72340000;0.036467;;;0.170000;6.66;1.060;;3382.00;0.29;0.29
GJ 3021 b;2;133.71000000;0.490000;;;0.511000;;167.000;350;5540.00;0.90;0.90
GJ 3082 b;1;11.94900000;0.079000;;;0.220000;;3.940;;;;0.47
GJ 3090 b;1;2.85310540;0.031650;2.130;87.140;0.320000;;2.380;693;3556.00;0.52;0.52
GJ 3090 b;1;2.85310160;;2.021;;;23.04;;610;3703.00;0.52;
GJ 3138 b;1;1.22003000;0.019700;;;0.190000;118.10;1.430;;3717.00;0.50;0.68
GJ 3138 c;1;5.97400000;0.057000;;;0.110000;13.90;1.930;;3717.00;0.50;0.68
GJ 3138 d;1;257.80000000;0.698000;;;0.320000;0.10;1.470;;3717.00;0.50;0.68
GJ 317 b;1;695.66000000;1.151000;;;0.070000;;71.810;;;;0.42
GJ 317 b;1;692.00000000;1.150000;;45.000;0.110000;;75.200;;3510.00;;0.42
GJ 317 b;1;692.90000000;0.950000;;;0.193000;;71.000;;;;0.26
GJ 317 b;1;695.36000000;1.180000;;;0.098000;;72.400;;3492.73;0.43;0.45
GJ 317 c;1;6739.32300000;5.230000;;;0.170000;;31.970;;;;0.42
GJ 317 c;1;10000.00000000;25.000000;;;0.810000;;30.000;;3510.00;;0.42
GJ 317 c;1;5312.00000000;;;;0.308000;;30.000;;;;0.24
